Run,Success,Crashed,RMSE_X,RMSE_Y,RMSE_Z,RMSE_Vx,RMSE_Vy,RMSE_Vz,RMSE_Phi,RMSE_Theta,RMSE_Psi,RMSE_p,RMSE_q,RMSE_r
58,1,0,0.000173702433338621,0.0284977570975843,2.62639999757393e-05,7.30173707407908e-13,1.12492380844729e-14,3.30457161226779e-14,0.00138884969899879,1.36119403099058e-05,2.56578204508614e-16,2.52916961695872e-12,1.43277119803296e-14,3.87765438608018e-14
59,1,0,0.000173702433148771,0.0284977570975856,2.62639999757393e-05,9.75919803648272e-13,9.15441537164766e-15,3.30416835074447e-14,0.00138884969899875,1.3611940313616e-05,2.56736917022044e-16,2.5306572809127e-12,1.91128080274054e-14,3.87995309736642e-14
60,1,0,0.000173702433544033,0.0284977570975907,2.62639999757393e-05,4.64007235770334e-13,1.35573427121076e-15,3.30492600547054e-14,0.00138884969899862,1.36119403058895e-05,2.56702644005793e-16,2.53064066252636e-12,9.16237088976597e-15,3.87981684354525e-14
61,1,0,0.000173702432053048,0.0284977570976749,2.62640000361362e-05,2.39526551983823e-12,1.37295548897744e-13,3.26986664715286e-14,0.00138884969899763,1.36119403350351e-05,2.57911413509385e-16,2.52940855819369e-12,4.68438055137295e-14,3.87806612330436e-14
62,1,0,0.000173702430436857,0.0284977570975862,2.62639999757393e-05,4.48756799007737e-12,8.16810684864136e-15,3.30303559052687e-14,0.00138884969899875,1.36119403666255e-05,2.58457102189654e-16,2.52948910694114e-12,8.77327966937146e-14,3.8780674094041e-14
63,1,0,0.000173702433822632,0.0284977570975917,2.62640000361362e-05,1.0318055572163e-13,1.41579508375789e-15,3.27414083549732e-14,0.00138884969899859,1.36119403004439e-05,2.56662184689135e-16,2.53041454297158e-12,2.33144876568644e-15,3.87957067516566e-14
64,1,0,0.000173702433104622,0.0284977570975917,2.62639999757393e-05,1.03318903848668e-12,1.37055502574647e-15,3.30463093897453e-14,0.0013888496989986,1.36119403144788e-05,2.56637438986892e-16,2.52948891038155e-12,2.02358050412813e-14,3.87806501218161e-14
65,1,0,0.0001737024324769,0.0284977570975425,2.62639999757393e-05,1.84639386876707e-12,7.99281112403288e-14,3.30040225496429e-14,0.00138884969899991,1.36119403267496e-05,2.56782659298248e-16,2.5292173842618e-12,3.61099932502046e-14,3.87770412860518e-14
66,1,0,0.000173702432260316,0.0284977570975821,2.62639999757393e-05,2.12694267028271e-12,1.48194847998834e-14,3.30339478020065e-14,0.00138884969899885,1.36119403309832e-05,2.56937011508307e-16,2.52951797323316e-12,4.15879393080497e-14,3.87811751030052e-14
67,1,0,0.000173702432261603,0.0284977570975344,2.62639999757393e-05,2.12480716142675e-12,9.32897077993387e-14,3.29921333106561e-14,0.00138884969900014,1.36119403309576e-05,2.56906561038639e-16,2.52963858476201e-12,4.15546036821032e-14,3.87833783669566e-14
